symbol,open_price,change,percent_change,close_price,type,clientNameEn,exchange,marketCapPrev,sharesOutstanding
HTC,14.6,8.1,55.47945205479452,22.7,s,Hocmon Trade Joint Stock Company,HNX,374549841100.0,16499993.0
HTP,36.9,-6.299999999999997,-17.07317073170731,30.6,s,Hoa Phat Textbook Book Joint Stock Company,HNX,2524636950000.0,91804980.0
HUT,14.2,10.3,72.53521126760563,24.5,s,Tasco Joint Stock Company,HNX,19724514426500.0,892511965.0
HVT,47.0,5.0,10.638297872340425,52.0,s,Viet Tri Chemical Joint Stock Company,HNX,581268321100.0,10988059.0
ICG,5.5,1.7000000000000002,30.909090909090914,7.2,s,SONG HONG Construction Joint stock Company,HNX,124761200000.0,17572000.0
IDC,31.7,14.599999999999998,46.056782334384856,46.3,s,IDICO Corporation - JSC,HNX,14816996812100.0,329999929.0
IDJ,7.7,-1.6000000000000005,-20.779220779220786,6.1,s,IDJ Vietnam Investment Joint Stock Company,HNX,1023592138700.0,173490193.0
IDV,29.5,6.600000000000001,22.372881355932208,36.1,s,Vinh Phuc Infrastructure Development Joint Stock Company,HNX,1100706032200.0,31181474.0
INC,23.9,-6.399999999999999,-26.778242677824267,17.5,s,IDICO Investment Consultancy Joint Stock Company,HNX,35000000000.0,2000000.0
INN,39.9,3.1000000000000014,7.7694235588972465,43.0,s,Agriculture Printing And Packaging Joint Stock Company,HNX,772108000000.0,17956000.0
IPA,12.2,4.0,32.786885245901644,16.2,s,I.P.A Investments Group Joint Stock Company,HNX,3314454512500.0,213835775.0
ITQ,2.6,0.2999999999999998,11.538461538461531,2.9,s,Thien Quang Group Joint Stock Company,HNX,85976923500.0,31843305.0
IVS,5.4,5.199999999999999,96.29629629629628,10.6,s,Guotai Junan Securities (Vietnam) Corp.,HNX,658825000000.0,69350000.0
KDM,9.9,10.4,105.05050505050507,20.3,s,GCL Group Joint Stock Company,HNX,145550000000.0,7100000.0
KHS,17.0,3.3999999999999986,19.999999999999993,20.4,s,Kien Hung Joint Stock Company,HNX,246655767600.0,12090969.0
KKC,6.7,-0.20000000000000018,-2.9850746268656745,6.5,s,Thanh Thai Group Joint Stock Company,HNX,33798804000.0,5199816.0
KLF,0.9,-0.09999999999999998,-11.111111111111107,0.8,s,CFS Investment and Import Export Trading Joint Stock Company,HNX,132282048800.0,165352561.0
KMT,9.1,-0.09999999999999964,-1.098901098901095,9.0,s,Central Vietnam Metal Corporation,HNX,88619058000.0,9846562.0
KSD,5.6,-0.5999999999999996,-10.714285714285708,5.0,s,DNA Investement Joint Stock Company,HNX,60000000000.0,12000000.0
KSF,71.6,-31.299999999999997,-43.71508379888268,40.3,s,Real Tech Group Joint Stock Company,HNX,12000000000000.0,300000000.0
KSQ,1.8,0.30000000000000004,16.666666666666668,2.1,s,CNC Capital Viet Nam Joint Stock Company,HNX,63000000000.0,30000000.0
KST,13.4,-0.7000000000000011,-5.223880597014934,12.7,s,Kasati Joint Stock Company,HNX,76098654000.0,5992020.0
KTS,13.4,21.0,156.71641791044775,34.4,s,Kon Tum Sugar Joint Stock Company,HNX,171873000000.0,5070000.0
KTT,5.4,-1.9000000000000004,-35.18518518518519,3.5,s,KTT Investment Group Joint Stock Company,HNX,10047000000.0,2955000.0
KVC,1.7,1.0999999999999999,64.70588235294117,2.8,s,Kim Vi Inox Import Export Production Joint Stock Company,UPCOM,127116000000.0,49500000.0
L14,50.9,-6.399999999999999,-12.573673870333984,44.5,s,Licogi 14 Joint Stock Company,HNX,1246716326000.0,30859315.0
L18,18.4,16.6,90.21739130434784,35.0,s,Construction and Investment Joint Stock Company No18,HNX,1257845424000.0,38116528.0
L35,4.5,0.2999999999999998,6.6666666666666625,4.8,s,Erection Mechanical Joint Stock Company,UPCOM,15542137800.0,3265155.0
L40,20.7,-1.6999999999999993,-8.212560386473426,19.0,s,40 Investment and Construction Joint Stock Company,HNX,67963000000.0,3577000.0
L43,5.8,-2.1999999999999997,-37.93103448275862,3.6,s,Lilama 45.3 Joint Stock Company,HNX,12600000000.0,3500000.0
L61,5.0,0.09999999999999964,1.9999999999999927,5.1,s,Lilama 69-1 Joint Stock Company,HNX,38638620000.0,7576200.0
L62,3.9,-0.2999999999999998,-7.692307692307689,3.6,s,LILAMA 69 - 2 Joint Stock Company,HNX,29043850500.0,8298243.0
LAS,7.5,5.300000000000001,70.66666666666667,12.8,s,Lam Thao Fertilizers & Chemicals Joint Stock Company,HNX,1376848080000.0,112856400.0
LBE,36.0,-19.9,-55.27777777777777,16.1,s,Long An School Book and Equipment Joint Stock Company,HNX,31998944000.0,1999934.0
LCD,26.7,0.0,0.0,26.7,s,Erection - Electromechanics Testing Joint Stock Company,HNX,40048531500.0,1499945.0
LCS,2.2,-1.0000000000000002,-45.45454545454546,1.2,s,Licogi 16.6 Joint Stock Company,UPCOM,9120000000.0,7600000.0
LDP,5.2,7.6000000000000005,146.15384615384616,12.8,s,Lam Dong Pharmaceutical Joint Stock Company,HNX,158789187500.0,12703135.0
LHC,52.1,2.3999999999999986,4.606525911708251,54.5,s,Lam Dong Investment Hydraulic Construction Joint Stock Company,HNX,756000000000.0,14400000.0
LIG,3.7,0.8999999999999995,24.32432432432431,4.6,s,Licogi 13 Joint Stock Company,HNX,414570908400.0,94220661.0
MAC,9.1,1.0,10.989010989010989,10.1,s,Marine Supply And Engineering Service Joint Stock Company,HNX,151397450000.0,15139745.0
MAS,38.0,-8.0,-21.052631578947366,30.0,s,Danang Airport Services Joint Stock Company,HNX,128030490000.0,4267683.0
MBG,4.1,0.5,12.195121951219514,4.6,s,MBG Group Joint Stock Company,HNX,516939722000.0,120218540.0
MBS,11.5,11.3,98.2608695652174,22.8,s,MB Securities Joint Stock Company,HNX,9015374771200.0,437639552.0
MCC,9.9,2.1999999999999993,22.222222222222214,12.1,s,High - Grade Brick - Tile Corporation,HNX,60332100400.0,4986124.0
MCF,7.8,1.0000000000000009,12.820512820512834,8.8,s,Mechanics Construction And Foodstuff Joint Stock Company,HNX,92689406800.0,10777838.0
MCO,4.0,-0.20000000000000018,-5.000000000000004,3.8,s,Investment and Construction BDC Viet Nam Joint Stock Company,HNX,16415716000.0,4103929.0
MDC,7.1,4.0,56.33802816901409,11.1,s,Vinacomin - Mong Duong Coal Joint Stock Company,HNX,227034467600.0,21418346.0
MED,21.0,6.0,28.57142857142857,27.0,s,Mediplantex National Phamaceutical Joint Stock Company,HNX,335070000000.0,12410000.0
MEL,7.3,-0.5999999999999996,-8.219178082191776,6.7,s,Me Lin Steel Joint Stock Company,HNX,100500000000.0,15000000.0
MHL,6.1,-2.8,-45.90163934426229,3.3,s,Minh Huu Lien Joint Stock Company,HNX,17452455900.0,5288623.0
MIM,4.2,0.0,0.0,4.2,s,Mineral and Mechanical Joint Stock Company,HNX,14321412000.0,3409860.0
MKV,11.0,-2.0,-18.181818181818183,9.0,s,Cai Lay Veterinary Pharmaceutical Joint Stock Company,HNX,49000000000.0,5000000.0
MST,4.0,0.5999999999999996,14.999999999999991,4.6,s,MST Investment Joint Stock Company,HNX,334418924400.0,76004301.0
MVB,18.9,0.10000000000000142,0.5291005291005366,19.0,s,Vinacomin - Viet Bac Mining Industry Holding Corporation,HNX,2016000000000.0,105000000.0
NAG,15.7,-5.0,-31.84713375796179,10.7,s,Nagakawa Group Joint Stock Company,HNX,335453313400.0,31646539.0
NAP,10.1,-4.8,-47.524752475247524,5.3,s,Nghe Tinh Port Holding Joint Stock Company,HNX,114041160000.0,21517200.0
NBC,7.8,3.500000000000001,44.87179487179488,11.3,s,Vinacomin NuiBeo Coal Joint Stock Company,HNX,406990364000.0,36999124.0
NBP,13.6,1.200000000000001,8.823529411764714,14.8,s,Ninh Binh Thermal Power Joint-Stock Company,HNX,190409400000.0,12865500.0
NBW,18.0,4.100000000000001,22.777777777777786,22.1,s,Nha Be Water Supply Joint Stock Company,HNX,272500000000.0,10900000.0
NDN,7.0,3.1999999999999993,45.7142857142857,10.2,s,Danang Housing Investment Development Joint Stock Company,HNX,702247772800.0,71657936.0
NDX,5.6,1.0,17.857142857142858,6.6,s,Danang Housing Development Joint Stock Company,HNX,62319120500.0,9587557.0
NET,42.4,19.4,45.75471698113208,61.8,s,Net Detergent Joint Stock Company,HNX,1343902440000.0,22398374.0
NFC,14.7,-2.8999999999999986,-19.727891156462576,11.8,s,Ninh Binh Phosphate Fertilizer Joint Stock Company,HNX,185628868000.0,15731260.0
NHC,33.0,3.8999999999999986,11.818181818181813,36.9,s,Nhi Hiep Brick-Tile Joint Stock Company,HNX,112232899800.0,3041542.0
NRC,4.3,1.2999999999999998,30.23255813953488,5.6,s,Danh Khoi Group Joint Stock Company,HNX,472248586200.0,92597762.0
NSH,4.2,1.0999999999999996,26.19047619047618,5.3,s,Song Hong Aluminum Shalumi Group Joint Stock Company,HNX,103467185000.0,20693437.0
NST,6.0,2.1999999999999993,36.66666666666665,8.2,s,Ngan Son Joint Stock Company,HNX,94096825200.0,11202003.0
NTH,46.5,5.899999999999999,12.68817204301075,52.4,s,Nuoc trong Thermal Power Joint Stock Company,HNX,622198252800.0,10802053.0
NTP,31.8,4.599999999999998,14.46540880503144,36.4,s,Tien Phong Plastics Joint Stock Company,HNX,4677669557400.0,129575334.0
NVB,18.5,-5.4,-29.18918918918919,13.1,s,National Citizen Commercial Joint Stock Bank,HNX,6570282326600.0,556803587.0
OCH,8.0,-0.5999999999999996,-7.499999999999996,7.4,s,One Capital Hospitality Joint Stock Company,HNX,1480000000000.0,200000000.0
ONE,6.1,-0.5999999999999996,-9.836065573770487,5.5,s,One Technologies Corporation,HNX,43415119000.0,7893658.0
PBP,13.2,-1.299999999999999,-9.84848484848484,11.9,s,PetroVietnam Packaging Joint Stock Company,HNX,56634288800.0,4799516.0
PCE,25.8,-5.900000000000002,-22.868217054263575,19.9,s,Central Petrovietnam Fertilizer and Chemicals Joint Stock Company,HNX,209000000000.0,10000000.0
PCG,6.4,-0.5,-7.8125,5.9,s,PetroVietnam Gas City Investment and Deverlopment Joint Stock Company,HNX,111333000000.0,18870000.0
PCH,5.1,1.9000000000000004,37.25490196078432,7.0,s,Picomat Plastic Joint Stock Company,HNX,156199929000.0,21999990.0
PCT,4.9,3.0,61.22448979591836,7.9,s,Vietnam Gas and Chemicals Transportation Corporation,HNX,375266197500.0,50035493.0
PDB,10.6,-0.9000000000000004,-8.490566037735853,9.7,s,DIN Capital Investment Group Joint Stock Company,HNX,85535817600.0,8909981.0
PEN,9.9,-3.1000000000000005,-31.313131313131315,6.8,s,Petrolimex Installation No.3 joint stock company,HNX,37000000000.0,5000000.0
PGN,7.4,0.7999999999999989,10.810810810810796,8.2,s,Plastic Additives Joint Stock Company,HNX,69297708000.0,8450940.0
PGS,25.8,-1.8000000000000007,-6.976744186046514,24.0,s,Southern Gas Trading Joint Stock Company,HNX,1274969247000.0,49998794.0
PGT,2.9,0.3999999999999999,13.79310344827586,3.3,s,PGT Holdings Joint Stock Company,HNX,30497943300.0,9241801.0
PHN,36.0,0.0,0.0,36.0,s,Hanoi Battery Joint Stock Company,HNX,287254875600.0,7253911.0
PIA,26.0,-1.1999999999999993,-4.615384615384613,24.8,s,Petrolimex Information Technology and Telecommunication Joint Stock Company,HNX,105300000000.0,3900000.0
PIC,15.0,-1.6999999999999993,-11.333333333333329,13.3,s,PC3-Investment Joint Stock Company,HNX,486762408600.0,33339891.0
PJC,25.3,-1.3000000000000007,-5.13833992094862,24.0,s,Petrolimex Ha Noi Transportation and Trading Joint-Stock Company,HNX,175844664000.0,7326861.0
PLC,22.5,11.299999999999997,50.222222222222214,33.8,s,Petrolimex Petrochemical Corporation,HNX,2585522112000.0,80797566.0
PMB,11.5,-1.3000000000000007,-11.304347826086962,10.2,s,North PetroVietnam Fertilizer and Chemicals Joint Stock Company,HNX,122400000000.0,12000000.0
PMC,81.0,-6.599999999999994,-8.14814814814814,74.4,s,Pharmedic Pharmaceutical Medicinal Joint Stock Company,HNX,704609261500.0,9332573.0
PMP,12.1,-0.1999999999999993,-1.6528925619834651,11.9,s,Dam Phu My Packing Joint Stock Company,HNX,50400000000.0,4200000.0
PMS,22.0,4.0,18.181818181818183,26.0,s,Petroleum Mechanical Joint Stock Company,HNX,187966249200.0,7201772.0
POT,18.3,-3.6000000000000014,-19.67213114754099,14.7,s,Post and Telecommunication Equipment Joint Stock Company,HNX,285621088200.0,19430006.0
PPE,15.3,-4.9,-32.02614379084967,10.4,s,PP Enterprise Investment Consultancy Joint Stock Company,HNX,22800000000.0,2000000.0
PPP,13.0,2.5999999999999996,20.0,15.6,s,Phong Phu Pharmaceutical Joint Stock Company,HNX,132879864100.0,8799991.0
PPS,10.6,1.4000000000000004,13.207547169811324,12.0,s,PetroVietnam Power Services Joint Stock Company,HNX,165000000000.0,15000000.0
PPY,7.8,1.2999999999999998,16.666666666666664,9.1,s,Petrovietnam Oil Phu Yen Joint Stock Company,HNX,85030163400.0,9343974.0
PRC,31.5,-14.600000000000001,-46.34920634920635,16.9,s,Portserco Logistics Joint Stock Company,HNX,21120000000.0,1200000.0
PRE,17.0,0.0,0.0,17.0,s,Hanoi Reinsurance Joint Stock Corporation,HNX,1774800000000.0,104400000.0
PSC,13.8,-1.8000000000000007,-13.04347826086957,12.0,s,Petrolimex Saigon Transportation And Service Joint Stock Company,HNX,86400000000.0,7200000.0
PSD,17.1,-1.0,-5.847953216374268,16.1,s,Petroleum General Distribution Services Joint Stock Company,HNX,650959821300.0,41462409.0
PSE,11.6,-0.9000000000000004,-7.758620689655175,10.7,s,South-East PetroVietnam Fertilizer and Chemicals Joint Stock Company,HNX,136250000000.0,12500000.0
PSI,5.4,4.199999999999999,77.77777777777776,9.6,s,Petrovietnam Securities Incorporated,HNX,526603440000.0,59841300.0
PSW,8.0,2.6999999999999993,33.74999999999999,10.7,s,South West PetroVietNam Fertilizer and Chemicals Joint Stock Company,HNX,185300000000.0,17000000.0
PTD,19.9,-9.899999999999999,-49.74874371859296,10.0,s,Phuc Thinh Design Construction Trading Corporation,HNX,32000000000.0,3200000.0
PTI,49.9,-17.9,-35.87174348697395,32.0,s,Post & Telecommunication Joint Stock Insurance Corporation,HNX,2435989982700.0,80395709.0
PTS,9.6,-0.09999999999999964,-1.041666666666663,9.5,s,Hai Phong Petrolimex Transportation and Services Joint Stock Company,HNX,50668800000.0,5568000.0
PV2,2.1,1.2999999999999998,61.9047619047619,3.4,s,PV2 Investment Joint Stock Company,HNX,114293280000.0,36868800.0
PVB,11.6,9.1,78.44827586206897,20.7,s,PetroVietnam Coating Joint Stock Company,HNX,397439963200.0,21599998.0
PVC,12.2,5.400000000000002,44.26229508196723,17.6,s,Petrovietnam Chemical and Services Corporation,HNX,800000000000.0,50000000.0
PVG,6.8,2.8,41.17647058823529,9.6,s,Petro Vietnam LPG Joint Stock Company,HNX,343100000000.0,36500000.0
PVI,47.0,-0.20000000000000284,-0.4255319148936231,46.8,s,PVI Holdings,HNX,10634580761800.0,234241867.0
PVS,21.6,17.0,78.7037037037037,38.6,s,PetroVietnam Technical Services Corporation,HNX,17206786440000.0,477966290.0
QHD,36.4,-0.7999999999999972,-2.19780219780219,35.6,s,Viet-Duc Welding Electrode Joint Stock Company,HNX,196679889600.0,5524716.0
QST,16.0,0.6999999999999993,4.374999999999996,16.7,s,Quang Ninh Book And Educational Equipment Joint Stock Company,HNX,54108000000.0,3240000.0
QTC,14.0,-1.4000000000000004,-10.000000000000002,12.6,s,Quang Nam Transportion Construction Joint Stock Company,HNX,34020000000.0,2700000.0
RCL,12.8,-1.200000000000001,-9.375000000000009,11.6,s,Cho Lon Real Estate Joint Stock Company,HNX,164918696600.0,13858714.0
S55,51.1,-3.8999999999999986,-7.632093933463794,47.2,s,Song Da 505 Joint Stock Company,HNX,509000000000.0,10000000.0
S99,7.1,2.0999999999999996,29.57746478873239,9.2,s,SCI Joint Stock Company,HNX,864775794800.0,93997369.0
SAF,61.5,-15.200000000000003,-24.715447154471548,46.3,s,Safoco Foodstuff Joint Stock Company,HNX,557757117000.0,12046590.0
SCG,67.5,-1.2999999999999972,-1.9259259259259216,66.2,s,SCG Construction Group Joint Stock Company,HNX,5584500000000.0,85000000.0
SCI,8.6,6.0,69.76744186046511,14.6,s,SCI E&C Joint Stock Company,HNX,360819827400.0,25409847.0
SD5,7.2,0.20000000000000018,2.77777777777778,7.4,s,Song Da No5 Joint Stock Company,HNX,189798890400.0,25999848.0
SD6,3.0,0.5,16.666666666666664,3.5,s,Song Da Joint Stock Company No 6,HNX,114746316300.0,34771611.0
SD9,6.5,1.8000000000000007,27.692307692307704,8.3,s,Song Da No9 Joint Stock Company,HNX,280718800000.0,34234000.0
SDA,6.3,0.5,7.936507936507936,6.8,s,SIMCO Song Da Joint Stock Company,HNX,165097737000.0,26205990.0
SDC,8.3,-0.3000000000000007,-3.6144578313253093,8.0,s,Song Da Consulting Joint Stock Company,HNX,20877184000.0,2609648.0
SDG,21.3,-4.5,-21.12676056338028,16.8,s,Can Tho Sadico Joint Stock Corporation,HNX,196715941800.0,10139997.0
SDN,41.8,-14.299999999999997,-34.210526315789465,27.5,s,Dong Nai Paint Corporation,HNX,83501990000.0,3036436.0
SDT,3.6,0.6000000000000001,16.666666666666668,4.2,s,Song Da No 10 Joint Stock Company,HNX,179475706200.0,42732311.0
SDU,25.8,10.2,39.53488372093023,36.0,s,Song Da Urban Investment Construction And Development Joint Stock Company,HNX,720000000000.0,20000000.0
SEB,54.9,-12.399999999999999,-22.586520947176684,42.5,s,Mien Trung Power Investment and Development Joint Stock Company,HNX,1359998682500.0,31999969.0
SED,17.4,1.6000000000000014,9.195402298850585,19.0,s,Phuong Nam Education Investment and Development Joint Stock Company,HNX,174309840000.0,9271800.0
SFN,22.5,0.1999999999999993,0.8888888888888857,22.7,s,Saigon Fishing Net Joint Stock Company,HNX,65016205000.0,2864150.0
SGC,91.0,-18.799999999999997,-20.659340659340657,72.2,s,Sa Giang Import Export Corporation,HNX,516055276000.0,7147580.0
SGD,24.3,-5.100000000000001,-20.98765432098766,19.2,s,Educational Book Joint Stock Company in Ho Chi Minh City,HNX,77625600000.0,4043000.0
SGH,55.0,-28.2,-51.272727272727266,26.8,s,Saigon Hotel Corporation,HNX,333830700000.0,12364100.0
SHE,9.1,1.8000000000000007,19.780219780219788,10.9,s,Son Ha Development of Renewable Energy Joint Stock Company,HNX,101606416600.0,9585511.0
SHN,8.2,-1.299999999999999,-15.853658536585355,6.9,s,Hanoi Investment General Corporation,HNX,881328599600.0,129607147.0
SHS,8.2,9.0,109.75609756097562,17.2,s,Sai Gon - Ha Noi Securities Joint Stock Company,HNX,12929192293200.0,813156748.0
SJ1,14.2,-2.1999999999999993,-15.492957746478869,12.0,s,Hung Hau Agricultural Corporation,HNX,279461313600.0,23484144.0
SJE,25.9,-2.8999999999999986,-11.196911196911193,23.0,s,Song Da No11 Joint Stock Company,HNX,555880353000.0,24168711.0
SLS,117.1,87.9,75.06404782237405,205.0,s,Son La Sugar Joint Stock Company,HNX,2000494363500.0,9791945.0
SMN,12.4,0.7999999999999989,6.451612903225798,13.2,s,South Books and Educational Equipment Joint Stock Company,HNX,58910420000.0,4396300.0
SMT,7.4,-1.0,-13.513513513513512,6.4,s,SAMETEL Corporation,HNX,34444821600.0,5467432.0
SPC,16.9,-1.299999999999999,-7.692307692307687,15.6,s,Saigon Plant Protection Joint Stock Company,HNX,161109000000.0,10530000.0
SPI,2.5,1.2000000000000002,48.00000000000001,3.7,s,Spiral Galaxy Joint Stock Company,HNX,60534000000.0,16815000.0
SRA,3.0,0.8999999999999999,30.0,3.9,s,Sara Vietnam Joint Stock Company,HNX,159839903800.0,43199974.0
SSM,3.7,2.3,62.16216216216215,6.0,s,Steel Structure Manufacture Joint Stock Company,HNX,29684862000.0,4947477.0
STC,16.8,3.099999999999998,18.45238095238094,19.9,s,Book And Educational Equipment Joint Stock Company of Ho Chi Minh City,HNX,112744047000.0,5665530.0
STP,7.0,0.7000000000000002,10.000000000000002,7.7,s,Song Da Industry Trade Joint Stock Company,HNX,61769885100.0,8022063.0
SVN,4.3,-0.2999999999999998,-6.976744186046507,4.0,s,Vexilla Viet Nam Group Joint Stock Company,HNX,84000000000.0,21000000.0
SZB,27.3,3.1999999999999993,11.721611721611719,30.5,s,Sonadezi Long Binh Share Holding Company,HNX,918000000000.0,30000000.0
TA9,11.5,-0.09999999999999964,-0.8695652173913012,11.4,s,Thanh An 96 Construction and Installation Joint Stock Company,HNX,141585571800.0,12419787.0
TAR,10.7,4.800000000000001,44.85981308411216,15.5,s,Trung An Hi-tech Farming Joint Stock Company,HNX,1143468744200.0,78319777.0
TBX,22.3,0.0,0.0,22.3,s,Thai Binh Cement Joint Stock Company,HNX,33679244000.0,1510280.0
TC6,4.3,3.1000000000000005,72.09302325581397,7.4,s,Vinacomin - Coc Sau Coal Joint Stock Company,HNX,224223124500.0,32496105.0
TDN,7.0,3.0999999999999996,44.28571428571428,10.1,s,Vinacomin - Deo Nai Coal Joint Stock Company,HNX,291447060300.0,29439097.0
TDT,7.7,-0.2999999999999998,-3.896103896103894,7.4,s,TDT Investment And Development Joint Stock Company,HNX,184003311800.0,23896534.0
TET,30.3,-0.9000000000000021,-2.970297029702977,29.4,s,Northern Textiles And Garments Joint Stock Company (TEXTACO),HNX,167666436000.0,5702940.0
TFC,6.8,0.20000000000000018,2.941176470588238,7.0,s,Trang Corporation,HNX,117809958000.0,16829994.0
THB,12.6,-4.0,-31.746031746031743,8.6,s,Ha Noi - Thanh Hoa Beer Joint Stock Company,HNX,100536216000.0,11424570.0
THD,39.1,-3.8999999999999986,-9.974424552429664,35.2,s,Thaiholdings Joint Stock Company,HNX,13513499017200.0,384999972.0
THS,20.3,-8.200000000000001,-40.39408866995075,12.1,s,Song Da Thanh Hoa Joint Stock Company,HNX,29700000000.0,2700000.0
THT,8.5,4.300000000000001,50.58823529411766,12.8,s,Vinacomin - Ha Tu Coal Joint Stock Company,HNX,307113150000.0,24569052.0
TIG,7.7,2.3999999999999995,31.16883116883116,10.1,s,ThangLong Investment Group Joint Stock Company,HNX,1900870038000.0,176006485.0
TJC,22.0,-10.2,-46.36363636363636,11.8,s,Transport and Trading service Joint Stock Company,HNX,94600000000.0,8600000.0
TKC,2.4,-1.2,-50.0,1.2,s,Tanky Construction Real Estate Trading Corporation,HNX,18029654400.0,15024712.0
TKG,12.6,-6.6,-52.38095238095239,6.0,s,Tung Khanh Trading and Manufacturing Joint Stock Company,HNX,37891872000.0,6315312.0
TKU,12.2,-1.1999999999999993,-9.836065573770487,11.0,s,Tung Kuang Industrial Joint Stock Company,HNX,515695378000.0,46881398.0
TMB,20.3,17.2,84.72906403940887,37.5,s,Vinacomin - Northern Coal Trading Joint Stock Company,HNX,583500000000.0,15000000.0
TMC,12.8,-3.8000000000000007,-29.687500000000007,9.0,s,Thu Duc Trading and Import Export Joint Stock Company,HNX,111600000000.0,12400000.0
TMX,8.0,1.9000000000000004,23.750000000000004,9.9,s,VICEM Cement Trading Joint Stock Company,HNX,59400000000.0,6000000.0
TNG,13.4,6.9,51.49253731343284,20.3,s,TNG Investment And Trading Joint Stock Company,HNX,2349926141400.0,113523002.0
TOT,10.8,4.399999999999999,40.740740740740726,15.2,s,Transimex Logistics Corporation,HNX,90062841400.0,6044486.0
TPH,14.5,-2.8000000000000007,-19.310344827586214,11.7,s,Hanoi Textbooks Printing Joint Stock Company,HNX,24523024500.0,2095985.0
TPP,9.8,0.5,5.10204081632653,10.3,s,Tan Phu Viet Nam Joint Stock Company,HNX,463500000000.0,45000000.0
TSB,17.0,30.1,177.05882352941177,47.1,s,Tia Sang Battery Joint Stock Company,HNX,313664820000.0,6745480.0
TTC,12.0,-0.3000000000000007,-2.500000000000006,11.7,s,Thanh Thanh Joint Stock Company,HNX,65939860800.0,5940528.0
TTH,1.9,2.0,105.26315789473684,3.9,s,Tien Thanh Service and Trading Joint Stock Company,HNX,156974353200.0,37374846.0
TTL,8.3,1.1999999999999993,14.457831325301196,9.5,s,Thang Long Joint Stock Corporation,HNX,414351630000.0,41853700.0
TTT,44.0,-10.899999999999999,-24.77272727272727,33.1,s,Tay Ninh Tourist - Trading Joint Stock Company,HNX,154473098000.0,4570210.0
TTZ,1.8,0.0,0.0,1.8,s,Tien Trung Investment Construction and Technology Joint Stock Company,HNX,13626799200.0,7570444.0
TV3,21.8,-10.100000000000001,-46.3302752293578,11.7,s,Power Engineering Consulting Joint Stock Company 3,HNX,109448823500.0,9517289.0
TV4,13.1,0.5999999999999996,4.580152671755722,13.7,s,Power Engineering Consulting Joint Stock Company 4,HNX,267050155500.0,19781493.0
TVC,4.5,1.5,33.33333333333333,6.0,s,Tri Viet Asset Management Corporation Joint Stock Company,HNX,711664020000.0,118610670.0
TVD,8.2,5.600000000000001,68.2926829268293,13.8,s,Vang Danh Coal Joint Stock Company,HNX,593509804800.0,44962864.0
TXM,3.6,0.49999999999999956,13.888888888888875,4.1,s,VICEM Gypsum and Cement Joint Stock Company,HNX,25200000000.0,7000000.0
UNI,9.4,-0.20000000000000107,-2.1276595744680966,9.2,s,Sao Mai Viet Investment and Development Joint Stock Company,HNX,140558688000.0,15617632.0
V12,11.8,0.09999999999999964,0.8474576271186409,11.9,s,Viet Nam Construction Joint Stock Company No 12,HNX,138468400000.0,11636000.0
V21,3.3,2.9000000000000004,87.87878787878789,6.2,s,Vinaconex 21 Joint Stock Company,HNX,74398691800.0,11999789.0
VBC,24.5,-4.899999999999999,-19.999999999999996,19.6,s,Vinh Plastic and Bags Joint Stock Company,HNX,134999280000.0,7499960.0
VC1,9.1,-0.09999999999999964,-1.098901098901095,9.0,s,Construction Joint Stock Company No 1,HNX,112800000000.0,12000000.0
VC2,8.3,3.0,36.14457831325301,11.3,s,VINA2 Investment and Construction Joint Stock Company,HNX,490873864000.0,47199410.0
VC3,28.0,-4.199999999999999,-14.999999999999996,23.8,s,Nam MeKong Group Joint Stock Company,HNX,2670638532200.0,111742198.0
VC6,8.2,2.3000000000000007,28.04878048780489,10.5,s,Visicons Construction and Investment Joint Stock Company,HNX,94158737400.0,8799882.0
VC7,6.8,15.7,230.88235294117646,22.5,s,BGI Group Joint Stock Company,HNX,999341782400.0,48045278.0
VC9,6.2,-0.5,-8.064516129032258,5.7,s,VC9 - No 9 Construction Joint Stock Company ,HNX,93493120000.0,16695200.0
VCC,13.5,-1.8000000000000007,-13.33333333333334,11.7,s,Vinaconex 25 Joint Stock Company,HNX,268800000000.0,24000000.0
VCM,21.2,-5.6,-26.41509433962264,15.6,s,Vinaconex Trading And Manpower Joint Stock Company,HNX,46800000000.0,3000000.0
VCS,56.5,7.5,13.274336283185843,64.0,s,VICOSTONE Joint Stock Company,HNX,9920000000000.0,160000000.0
VDL,23.0,-10.0,-43.47826086956522,13.0,s,Lam Dong Foodstuffs Joint Stock Company,HNX,190542950000.0,14657150.0
VE1,2.8,0.7000000000000002,25.000000000000007,3.5,s,VNECO 1 Electricity Construction Joint Stock Company,HNX,21352608000.0,5931280.0
VE3,9.0,-0.09999999999999964,-1.1111111111111072,8.9,s,VNECO 3 Electricity Construction Joint Stock Company,HNX,12537245000.0,1319710.0
VE4,87.0,175.0,201.14942528735634,262.0,s,VNECO4 Electricity Construction Joint Stock Company,HNX,269336000000.0,1028000.0
VE8,4.8,-0.2999999999999998,-6.2499999999999964,4.5,s,Vneco 8 Electricity Construction Joint Stock Corporation,HNX,8100000000.0,1800000.0
VGP,26.8,6.699999999999999,24.999999999999996,33.5,s,The Vegetexco Port Joint Stock Company,HNX,262168387000.0,7825922.0
VGS,10.8,8.899999999999999,82.40740740740739,19.7,s,Vietnam-Germany Steel Pipe Joint Stock Company,HNX,948200126000.0,53269670.0
